,user_id,role,employee_name,supervisor,minDate,maxDate,isInsider
22,AHC0142,Engineer,Azalia Halee Cantu,Kimberley Kiona Sosa,01/05/2011,01/12/2009,0
23,AHD0848,ProductionLineWorker,Aladdin Hu Day,Amy Lucy Chen,01/05/2011,01/12/2009,0
24,AHG0634,Technician,Amir Hayden Gray,Hedwig Regina Livingston,01/07/2010,01/12/2009,0
25,AHM0410,SystemsEngineer,Addison Hiram Morrow,Hadassah Riley Baker,01/05/2011,01/12/2009,0
26,AIB0948,ProductionLineWorker,Ariel Ina Barrett,Sandra Beverly Diaz,01/05/2011,01/12/2009,0
27,AIH0675,Scientist,Aline Iris Hurst,Sarah Imelda Juarez,01/05/2011,01/12/2009,0
28,AIM0627,Salesman,Adam Ishmael Mcdaniel,Winter Veda Burks,01/05/2011,01/12/2009,0
29,AIP0394,SoftwareEngineer,Anika Isabella Pennington,Jocelyn Bree Mccray,01/05/2011,01/12/2009,0
30,AIP0982,ManagementTrainer,Althea Ina Palmer,Walter Kaseem Foley,01/05/2011,01/12/2009,0
31,AIS0405,SoftwareEngineer,Amaya Iola Sawyer,Jocelyn Bree Mccray,01/05/2011,01/12/2009,0
32,AJC0840,ProductionLineWorker,Anne Jane Carey,Amy Lucy Chen,01/05/2011,01/12/2009,0
33,AJD0074,AdministrativeAssistant,Alden Jesse Day,Declan Lester Moss,01/05/2011,01/12/2009,0
34,AJF0370,ITAdmin,Arthur John Floyd,Francis Brian Armstrong,01/05/2011,01/12/2009,0
35,AJH0175,Salesman,Aurora Jael Hopkins,Meredith Ainsley Wolf,01/05/2011,01/12/2009,0
36,AJL0462,ProductionLineWorker,Akeem Jerry Lopez,Armando Albert Walter,01/05/2011,01/12/2009,0
37,AJN0607,Salesman,Armand Jasper Nicholson,Winter Veda Burks,01/05/2011,01/12/2009,0
38,AJP0723,ProductionLineWorker,Ann Jolie Potts,Alan Benjamin Holder,01/05/2011,01/12/2009,0
39,AJR0319,Salesman,Arthur Jacob Raymond,Meredith Ainsley Wolf,01/05/2011,01/12/2009,0
40,AJR0932,ComputerProgrammer,Amal Judah Rich,Caleb Mason Ball,01/09/2010,01/12/2009,1
41,AKC0924,Scientist,Amena Karyn Christian,Lillith Adena Matthews,01/05/2011,01/12/2009,0
42,AKF0709,ProductionLineWorker,Amity Kendall Foley,Alan Benjamin Holder,01/05/2011,01/12/2009,0
43,AKH0758,Technician,Adam Kendall Harrell,Blaine Helen Cervantes,01/05/2011,01/12/2009,0
44,AKK0329,Technician,Anastasia Kylan Kaufman,Garrett Nicholas Solomon,01/05/2011,01/12/2009,0
45,AKR0057,AdministrativeAssistant,Aurora Katell Rhodes,Jackson Linus Wilkerson,01/10/2010,01/12/2009,1
46,AKW0167,AdministrativeAssistant,Arsenio Kato Wilder,Meredith Ainsley Wolf,01/05/2011,01/12/2009,0
47,ALB0892,Technician,Arthur Lucian Bonner,Blythe Veda Cooke,01/08/2010,01/12/2009,0
48,ALC0788,AssemblySupervisor,Amy Lucy Chen,Delilah Iliana Wilkinson,01/05/2011,01/12/2009,0
49,ALD0529,Technician,Alma Leila Duncan,Burke Randall Burnett,01/05/2011,01/12/2009,0
50,ALD0544,Mathematician,Ayanna Leandra Dunlap,Honorato Ivan Wall,01/05/2011,01/12/2009,0
51,ALH0402,SoftwareEngineer,Adena Lisandra Hardin,Jocelyn Bree Mccray,01/05/2011,01/12/2009,0
52,AMD0077,ChiefEngineer,Ainsley MacKensie Doyle,Declan Lester Moss,01/05/2011,01/12/2009,0
53,AMH0464,ProductionLineWorker,Alfreda Morgan Holloway,Armando Albert Walter,01/05/2011,01/12/2009,0
54,AMH0794,Physicist,Ali Murphy Hurley,Sasha Britanney Quinn,01/05/2011,01/12/2009,0
55,AMJ0297,ProductionLineWorker,Albert Mohammad Joseph,Shannon Chantale Price,01/05/2011,01/12/2009,0
56,AMM0014,Director,Alec Mannix Mcneil,Halla Cathleen Simmons,01/05/2011,01/12/2009,0
57,AMR0318,Salesman,Axel Malik Rosa,Meredith Ainsley Wolf,01/05/2011,01/12/2009,0
58,AMR0400,SoftwareEngineer,Aurelia Martina Reese,Jocelyn Bree Mccray,01/05/2011,01/12/2009,0
59,AMV0036,SecurityGuard,Aquila Mark Vega,Clinton Coby Wolfe,01/05/2011,01/12/2009,0
60,AMW0392,ComputerScientist,Alea Maggie Whitfield,Jocelyn Bree Mccray,01/05/2011,01/12/2009,0
61,ANM0123,AdministrativeAssistant,Astra Nicole Maldonado,Fritz Dale Ellison,01/01/2010,01/12/2009,0
62,ANP0555,Mathematician,Alexa Nadine Poole,Honorato Ivan Wall,01/05/2011,01/12/2009,0
63,ANT0430,TestEngineer,Amaya Noelle Terrell,Cameron Noel Elliott,01/05/2011,01/12/2009,0
64,AOB0019,HumanResourceSpecialist,Azalia Orli Beach,Bethany Xerxes Johnson,01/05/2011,01/12/2009,0
65,AOK0844,ProductionLineWorker,Armand Odysseus Key,Amy Lucy Chen,01/12/2010,01/12/2009,0
66,AOS0987,HealthSafetyEngineer,Alice Orli Stout,Wesley Kasper Duffy,01/05/2011,01/12/2009,0
67,APG0307,ProductionLineWorker,Aaron Porter Gutierrez,Shannon Chantale Price,01/05/2011,01/12/2009,0
68,AQD0820,SoftwareEngineer,Akeem Quamar Davenport,Sara Gail George,01/05/2011,01/12/2009,0
69,ARA0252,MechanicalEngineer,Alexander Rafael Arnold,Harper Price Harris,01/05/2011,01/12/2009,0
70,ARB0834,ProductionLineWorker,Amelia Rhoda Burgess,Amy Lucy Chen,01/09/2010,01/12/2009,0
71,ARB0881,Technician,Abel Reese Boone,Blythe Veda Cooke,01/05/2011,01/12/2009,0
72,ARD0509,Technician,Abdul Ralph Deleon,Burke Randall Burnett,01/05/2011,01/12/2009,0
73,ARL0034,SecurityGuard,August Ronan Lucas,Clinton Coby Wolfe,01/05/2011,01/12/2009,0
74,ASB0796,Mathematician,Ayanna Sylvia Blankenship,Sasha Britanney Quinn,01/12/2010,01/12/2009,0
75,ASD0577,ProductionLineWorker,Aquila Stewart Dejesus,Whilemina Pandora England,01/05/2011,01/12/2009,0
76,ASG0048,AdministrativeAssistant,Alec Scott Goff,Kai Wynne Craft,01/05/2011,01/12/2009,0
77,ASG0692,ComputerScientist,Anastasia Sage Griffith,Aurora Tatiana Payne,01/05/2011,01/12/2009,0
78,ASL0378,Scientist,Axel Seth Lewis,Kim Dara Sullivan,01/05/2011,01/12/2009,0
79,ASM0575,ProductionLineWorker,Aurora Sarah Manning,Whilemina Pandora England,01/05/2011,01/12/2009,0
80,ASS0206,SecurityGuard,Ashely Sarah Shields,Clinton Coby Wolfe,01/05/2011,01/12/2009,0
81,ASS0517,Technician,Alfreda Sierra Savage,Burke Randall Burnett,01/05/2011,01/12/2009,0
82,ASV0946,ProductionLineWorker,Alice Sierra Valenzuela,Sandra Beverly Diaz,01/05/2011,01/12/2009,0
83,ATE0869,Salesman,Aquila Tanner Ellison,Hashim Damon Dudley,01/05/2011,01/12/2009,0
84,ATF0274,HardwareEngineer,Alea Tana Ferrell,Gage Kaden Odonnell,01/05/2011,01/12/2009,0
85,ATP0662,Manager,Aurora Tatiana Payne,Todd Vance Spears,01/05/2011,01/12/2009,0
86,AVM0947,ProductionLineWorker,Ayanna Vivian Murray,Sandra Beverly Diaz,01/05/2011,01/12/2009,0
87,AWM0764,Technician,Akeem William Mayer,Blaine Helen Cervantes,01/05/2011,01/12/2009,0
88,BAH0875,Salesman,Brianna Aretha Hopper,Hashim Damon Dudley,01/05/2011,01/12/2009,0
89,BAJ0654,Technician,Brock Aladdin Joyce,Hedwig Regina Livingston,01/05/2011,01/12/2009,0
90,BAK0964,ProductionLineWorker,Beatrice Alexis Kidd,Sandra Beverly Diaz,01/05/2011,01/12/2009,0
91,BAL0044,ITAdmin,Byron Armand Livingston,Frances Alisa Wiggins,01/05/2011,01/12/2009,0
92,BAM0611,Salesman,Brielle Aubrey Marks,Winter Veda Burks,01/05/2011,01/12/2009,0
93,BAM0636,Technician,Brenda Alika Matthews,Hedwig Regina Livingston,01/05/2011,01/12/2009,0
94,BBG0325,Salesman,Blair Bruno Grimes,Meredith Ainsley Wolf,01/05/2011,01/12/2009,0
95,BBH0810,ComputerProgrammer,Bruno Beau Hoover,Sara Gail George,01/05/2011,01/12/2009,0
96,BBS0039,ITAdmin,Bevis Brady Sheppard,Frances Alisa Wiggins,01/07/2010,01/12/2009,1
97,BBS0422,ElectricalEngineer,Buckminster Benjamin Swanson,Hadassah Riley Baker,01/05/2011,01/12/2009,0
98,BCB0679,Mathematician,Buckminster Connor Bush,Sarah Imelda Juarez,01/01/2011,01/12/2009,0
99,BCM0653,Technician,Bevis Christopher Mcknight,Hedwig Regina Livingston,01/05/2011,01/12/2009,0
100,BCR0581,ProductionLineWorker,Bruno Carter Robles,Whilemina Pandora England,01/05/2011,01/12/2009,0
101,BDB0453,ProductionLineWorker,Brett Damian Beck,Armando Albert Walter,01/05/2011,01/12/2009,0
102,BDI0533,Technician,Bruno Donovan Ingram,Burke Randall Burnett,01/05/2011,01/12/2009,0
103,BDV0168,Salesman,Blair Deborah Vaughn,Meredith Ainsley Wolf,01/07/2010,01/12/2009,1
104,BEC0505,Salesman,Bruce Eden Clemons,Bert Jason Henderson,01/05/2011,01/12/2009,0
105,BEH0615,Salesman,Barclay Eaton Hensley,Winter Veda Burks,01/05/2011,01/12/2009,0
106,BER0314,Salesman,Bianca Elizabeth Roach,Meredith Ainsley Wolf,01/05/2011,01/12/2009,0
107,BHC0665,FieldServiceEngineer,Blaine Helen Cervantes,Sharon Britanni Kerr,01/05/2011,01/12/2009,0
108,BHW0458,ProductionLineWorker,Beau Hall Watts,Armando Albert Walter,01/05/2011,01/12/2009,0
109,BIH0745,Salesman,Benjamin Ignatius Hooper,Lysandra Chastity Brennan,01/06/2010,01/12/2009,1
110,BIS0247,MechanicalEngineer,Bryar Ivana Sweet,Harper Price Harris,01/05/2011,01/12/2009,0
111,BJH0354,Manager,Bert Jason Henderson,Donovan Carlos Chapman,01/05/2011,01/12/2009,0
112,BJH0811,ComputerProgrammer,Blaze Jakeem Hahn,Sara Gail George,01/05/2011,01/12/2009,0
113,BJM0111,Technician,Bell Jorden Martinez,Rose Hanae Yates,01/05/2011,01/12/2009,0
114,BJP0134,ProductionLineWorker,Beck John Peters,Shannon Chantale Price,01/05/2011,01/12/2009,0
115,BJW0619,Salesman,Blaine Jelani Weeks,Winter Veda Burks,01/05/2011,01/12/2009,0
116,BKW0374,ITAdmin,Blossom Keiko Weiss,Francis Brian Armstrong,01/05/2011,01/12/2009,0
117,BLB0114,MechanicalEngineer,Brent Laith Beck,Rose Hanae Yates,01/05/2011,01/12/2009,0
118,BLL0929,ComputerScientist,Bethany Lydia Lyons,Caleb Mason Ball,01/05/2011,01/12/2009,0
119,BLS0678,Mathematician,Benjamin Lewis Sweeney,Sarah Imelda Juarez,01/09/2010,01/12/2009,1
120,BMC0547,Physicist,Britanni Marah Cash,Honorato Ivan Wall,01/05/2011,01/12/2009,0
121,BMG0917,Physicist,Beverly Melissa Garner,Lillith Adena Matthews,01/05/2011,01/12/2009,0
122,BMM0112,Technician,Barry Martin Mason,Rose Hanae Yates,01/05/2011,01/12/2009,0
123,BMS0877,Salesman,Brynn Madeline Sherman,Hashim Damon Dudley,01/05/2010,01/12/2009,0
124,BMT0528,Technician,Brittany Mona Terry,Burke Randall Burnett,01/05/2011,01/12/2009,0
125,BNG0237,SoftwareEngineer,Brian Nathaniel Greer,Vance Ira Alston,01/05/2011,01/12/2009,0
126,BNR0965,ProductionLineWorker,Basia Nevada Riggs,Sandra Beverly Diaz,01/05/2011,01/12/2009,0
127,BQS0525,Technician,Britanney Quail Snyder,Burke Randall Burnett,01/01/2010,01/12/2009,0
128,BRB0355,FieldServiceEngineer,Burke Randall Burnett,Sharon Britanni Kerr,01/05/2011,01/12/2009,0
129,BRM0995,IndustrialEngineer,Brianna Rebecca Mcintyre,Grant Tyrone Doyle,01/05/2011,01/12/2009,0
130,BRS0734,Salesman,Burke Rooney Stafford,Lysandra Chastity Brennan,01/04/2010,01/12/2009,0
131,BSA0431,TestEngineer,Blossom Scarlett Aguirre,Cameron Noel Elliott,01/05/2011,01/12/2009,0
132,BSB0990,SoftwareEngineer,Bruce Sawyer Barrera,Todd Vance Spears,01/05/2011,01/12/2009,0
133,BSH0445,TestEngineer,Bethany Stephanie Haynes,Cameron Noel Elliott,01/05/2011,01/12/2009,0
134,BSS0369,ITAdmin,Brenden Samuel Shaffer,Francis Brian Armstrong,01/09/2010,01/12/2009,1
135,BSS0463,ProductionLineWorker,Bruno Stewart Silva,Armando Albert Walter,01/05/2011,01/12/2009,0
136,BTL0226,Physicist,Bernard Tobias Landry,Jackson Linus Wilkerson,01/10/2010,01/12/2009,1
137,BTL0722,ProductionLineWorker,Blair Todd Long,Alan Benjamin Holder,01/05/2011,01/12/2009,0
138,BTN0061,Scientist,Benjamin Tyrone Norman,Jackson Linus Wilkerson,01/05/2011,01/12/2009,0
139,BTR0403,ComputerScientist,Beck Troy Richards,Jocelyn Bree Mccray,01/05/2011,01/12/2009,0
140,BTS0011,Director,Blaze Trevor Stone,Halla Cathleen Simmons,01/05/2011,01/12/2009,0
141,BTW0005,VicePresident,Byron Tyrone Williamson,Mona Susan Shannon,01/05/2011,01/12/2009,0
142,BVC0790,FieldServiceEngineer,Blythe Veda Cooke,Sharon Britanni Kerr,01/05/2011,01/12/2009,0
143,BVN0514,Technician,Buffy Vivien Nichols,Burke Randall Burnett,01/05/2010,01/12/2009,0
144,BWH0813,ComputerScientist,Brock William Hunter,Sara Gail George,01/05/2011,01/12/2009,0
145,BWP0202,Attorney,Baxter William Price,Whoopi Britanney Camacho,01/05/2011,01/12/2009,0
146,BXJ0010,Director,Bethany Xerxes Johnson,Halla Cathleen Simmons,01/05/2011,01/12/2009,0
147,BYP0070,SoftwareEngineer,Bertha Yetta Parrish,Vance Ira Alston,01/11/2010,01/12/2009,0
148,CAA0612,Salesman,Chelsea Aspen Allen,Winter Veda Burks,01/05/2011,01/12/2009,0
149,CAB0388,Scientist,Cedric Alexander Bowers,Kim Dara Sullivan,01/05/2011,01/12/2009,0
150,CAB0614,Salesman,Cora Aurora Buckner,Winter Veda Burks,01/05/2011,01/12/2009,0
151,CAC0889,Technician,Caesar Allen Cash,Blythe Veda Cooke,01/02/2010,01/12/2009,0
152,CAH0936,ComputerScientist,Constance Audrey Hicks,Caleb Mason Ball,01/08/2010,01/12/2009,1
153,CAM0102,ComputerScientist,Chandler Ashton Madden,Gage Kaden Odonnell,01/05/2011,01/12/2009,0
154,CAM0681,ComputerScientist,Cole Aaron Mcfarland,Aurora Tatiana Payne,01/05/2011,01/12/2009,0
155,CAN0842,ProductionLineWorker,Chadwick Armand Nunez,Amy Lucy Chen,01/05/2011,01/12/2009,0
156,CAS0507,Technician,Carla Amelia Shannon,Burke Randall Burnett,01/05/2011,01/12/2009,0
157,CBB0365,ITAdmin,Cain Byron Baldwin,Francis Brian Armstrong,01/05/2011,01/12/2009,0
158,CBG0398,SoftwareEngineer,Courtney Brynn Garrett,Jocelyn Bree Mccray,01/05/2011,01/12/2009,0
159,CBG0490,Salesman,Callum Brendan Gonzalez,Bert Jason Henderson,01/05/2011,01/12/2009,0
160,CCA0046,ITAdmin,Cyrus Connor Atkinson,Frances Alisa Wiggins,01/09/2010,01/12/2009,1
161,CCC0393,ComputerProgrammer,Chaim Chadwick Chang,Jocelyn Bree Mccray,01/05/2011,01/12/2009,0
162,CCH0182,Technician,Clayton Clark Humphrey,Garrett Nicholas Solomon,01/05/2011,01/12/2009,0
163,CCH0685,ComputerScientist,Cora Clementine Higgins,Aurora Tatiana Payne,01/05/2011,01/12/2009,0
164,CCL0068,ComputerScientist,Camilla Camille Leach,Vance Ira Alston,01/01/2011,01/12/2009,1
165,CCM0136,ProductionLineWorker,Cailin Casey Mckee,Shannon Chantale Price,01/05/2011,01/12/2009,0
166,CCM0467,ProductionLineWorker,Chester Caldwell Mendoza,Armando Albert Walter,01/05/2011,01/12/2009,0
167,CCM0855,Salesman,Chanda Celeste Mosley,Hashim Damon Dudley,01/05/2011,01/12/2009,0
168,CCR0863,Salesman,Charde Cynthia Rasmussen,Hashim Damon Dudley,01/05/2011,01/12/2009,0
169,CCW0031,Manager,Clinton Coby Wolfe,Fatima Ulla Mcclure,01/05/2011,01/12/2009,0
170,CCW0524,Technician,Camilla Claire Whitehead,Burke Randall Burnett,01/05/2011,01/12/2009,0
171,CEB0210,SecurityGuard,Colin Evan Brown,Clinton Coby Wolfe,01/05/2011,01/12/2009,0
172,CEJ0109,TestEngineer,Casey Edward Joyce,Rose Hanae Yates,01/03/2011,01/12/2009,1
173,CEL0561,ComputerProgrammer,Calvin Edan Love,Stephanie Briar Harrington,01/05/2011,01/12/2009,0
174,CFG0959,ProductionLineWorker,Cassidy Florence Gibbs,Sandra Beverly Diaz,01/05/2011,01/12/2009,0
175,CFM0767,Technician,Cecilia Freya Morgan,Blaine Helen Cervantes,01/05/2011,01/12/2009,0
176,CFW0264,MaterialsEngineer,Carl Ferdinand Wong,Ainsley MacKensie Doyle,01/02/2010,01/12/2009,0
177,CGA0629,Salesman,Cullen Gary Adams,Winter Veda Burks,01/05/2011,01/12/2009,0
178,CGB0637,Technician,Claudia Galena Baldwin,Hedwig Regina Livingston,01/05/2011,01/12/2009,0
179,CGF0337,Technician,Chaim Grant Fernandez,Garrett Nicholas Solomon,01/05/2011,01/12/2009,0
180,CHG0146,Manager,Cedric Herrod Gilliam,Thomas Vladimir Stokes,01/05/2011,01/12/2009,0
181,CHM0821,ProductionLineWorker,Carter Harrison Maldonado,Amy Lucy Chen,01/05/2011,01/12/2009,0
182,CIG0052,AdministrativeAssistant,Chastity Ima Gibson,Summer Leilani Boyer,01/05/2011,01/12/2009,0
183,CIM0271,ComputerScientist,Colt Ishmael Mccall,Gage Kaden Odonnell,01/05/2011,01/12/2009,0
184,CIM0926,Scientist,Caldwell Ian Maxwell,Lillith Adena Matthews,01/10/2010,01/12/2009,0
185,CJC0494,Salesman,Caleb Jonas Chang,Bert Jason Henderson,01/05/2011,01/12/2009,0
186,CJF0802,Mathematician,Camille Julie Freeman,Sasha Britanney Quinn,01/05/2011,01/12/2009,0
187,CJG0470,ProductionLineWorker,Callum Jasper Gilmore,Armando Albert Walter,01/05/2011,01/12/2009,0
188,CJH0702,ProductionLineWorker,Calvin Jarrod Hood,Alan Benjamin Holder,01/05/2011,01/12/2009,0
189,CJK0200,PurchasingClerk,Cora Jane Kinney,Eugenia Whilemina Harrington,01/05/2011,01/12/2009,0
190,CJM0138,ProductionLineWorker,Colorado Joel Merrill,Shannon Chantale Price,01/05/2011,01/12/2009,0
191,CJM0521,Technician,Cleo Jeanette Morales,Burke Randall Burnett,01/05/2011,01/12/2009,0
192,CJP0952,ProductionLineWorker,Cody Jonathan Potter,Sandra Beverly Diaz,01/05/2011,01/12/2009,0
193,CJV0286,Technician,Colorado John Valentine,Rose Hanae Yates,01/05/2011,01/12/2009,0
194,CKB0427,TestEngineer,Cathleen Kelsey Burke,Cameron Noel Elliott,01/05/2011,01/12/2009,0
195,CKB0482,Salesman,Colton Kaseem Bolton,Bert Jason Henderson,01/05/2011,01/12/2009,0
196,CKD0680,Scientist,Cheyenne Kay Dickerson,Sarah Imelda Juarez,01/05/2011,01/12/2009,0
197,CKH0144,Engineer,Chloe Keiko Holland,Kimberley Kiona Sosa,01/05/2011,01/12/2009,0
198,CKP0721,ProductionLineWorker,Colt Kendall Perez,Alan Benjamin Holder,01/05/2011,01/12/2009,0
199,CLB0774,Technician,Charde Lareina Barrett,Blaine Helen Cervantes,01/05/2011,01/12/2009,0
200,CLD0894,Technician,Cheyenne Lesley Dominguez,Blythe Veda Cooke,01/05/2011,01/12/2009,0
201,CLF0852,Salesman,Candice Lunea Fischer,Hashim Damon Dudley,01/05/2011,01/12/2009,0
202,CLH0703,ProductionLineWorker,Colin Lawrence Holder,Alan Benjamin Holder,01/05/2011,01/12/2009,0
203,CLS0296,ProductionLineWorker,Chiquita Linda Stokes,Shannon Chantale Price,01/05/2011,01/12/2009,0
204,CMB0912,Manager,Caleb Mason Ball,Todd Vance Spears,01/05/2011,01/12/2009,0
205,CMM0487,Salesman,Cora Maisie Mclean,Bert Jason Henderson,01/05/2011,01/12/2009,0
206,CMS0454,ProductionLineWorker,Cameran Madonna Shepard,Armando Albert Walter,01/05/2011,01/12/2009,0
207,CMW0783,Technician,Castor Mark Wolf,Blaine Helen Cervantes,01/05/2011,01/12/2009,0
208,CNB0900,Technician,Colton Nathan Barber,Blythe Veda Cooke,01/05/2011,01/12/2009,0
209,CNE0352,ChiefEngineer,Cameron Noel Elliott,Declan Lester Moss,01/05/2011,01/12/2009,0
210,CNM0800,Scientist,Charissa Nyssa Mcgee,Sasha Britanney Quinn,01/05/2011,01/12/2009,0
211,COF0120,AdministrativeAssistant,Clio Ocean Faulkner,Grant Tyrone Doyle,01/12/2010,01/12/2009,0
212,COM0321,Salesman,Claire Olivia Martin,Meredith Ainsley Wolf,01/05/2011,01/12/2009,0
213,CPG0322,Salesman,Connor Phelan Guerra,Meredith Ainsley Wolf,01/05/2011,01/12/2009,0
214,CQH0701,ProductionLineWorker,Caldwell Quamar Head,Alan Benjamin Holder,01/05/2011,01/12/2009,0
215,CQH0730,Salesman,Cassady Quincy Hampton,Lysandra Chastity Brennan,01/05/2011,01/12/2009,0
216,CQW0652,Technician,Chastity Quyn Wilkerson,Hedwig Regina Livingston,01/03/2011,01/12/2009,1
217,CRD0624,Salesman,Christine Reagan Deleon,Winter Veda Burks,01/02/2010,01/12/2009,0
218,CRK0916,Physicist,Chandler Raymond Kirk,Lillith Adena Matthews,01/05/2011,01/12/2009,0
219,CRO0027,HealthSafetyEngineer,Cathleen Risa Oneal,Wesley Kasper Duffy,01/05/2011,01/12/2009,0
220,CRP0456,ProductionLineWorker,Cade Rajah Patterson,Armando Albert Walter,01/05/2011,01/12/2009,0
221,CSB0080,AdministrativeAssistant,Catherine Savannah Bullock,Harper Price Harris,01/05/2011,01/12/2009,0
222,CSC0217,ITAdmin,Cathleen Samantha Craig,Frances Alisa Wiggins,01/05/2010,01/12/2009,1
223,CSH0626,Salesman,Colin Stuart Holloway,Winter Veda Burks,01/05/2011,01/12/2009,0
224,CSJ0340,Technician,Charity Stacey Jennings,Garrett Nicholas Solomon,01/05/2011,01/12/2009,0
225,CSL0949,ProductionLineWorker,Cameron Shay Lester,Sandra Beverly Diaz,01/05/2011,01/12/2009,0
226,CSP0197,PurchasingClerk,Callum Scott Parrish,August Armando Evans,01/05/2011,01/12/2009,0
227,CTA0020,HumanResourceSpecialist,Curran Tarik Ayala,Bethany Xerxes Johnson,01/05/2011,01/12/2009,0
228,CTR0341,Technician,Cairo Theodore Robles,Garrett Nicholas Solomon,01/05/2011,01/12/2009,0
229,CTR0697,ProductionLineWorker,Cherokee Tashya Ramirez,Alan Benjamin Holder,01/05/2011,01/12/2009,0
230,CTW0500,Salesman,Chanda Tamekah William,Bert Jason Henderson,01/05/2011,01/12/2009,0
231,CUD0795,Physicist,Charity Uta Daniels,Sasha Britanney Quinn,01/05/2011,01/12/2009,0
232,CWB0065,ComputerScientist,Chadwick Wayne Bond,Todd Vance Spears,01/05/2011,01/12/2009,0
233,CWR0502,Salesman,Colt Walter Reynolds,Bert Jason Henderson,01/05/2011,01/12/2009,0
234,CXC0336,Technician,Casey Xerxes Conrad,Garrett Nicholas Solomon,01/05/2011,01/12/2009,0
235,CYA0506,Technician,Cecilia Yuri Ashley,Burke Randall Burnett,01/04/2010,01/12/2009,0
236,DAG0558,ComputerProgrammer,Deirdre Amaya Garcia,Stephanie Briar Harrington,01/05/2011,01/12/2009,0
237,DAL0673,Physicist,Demetrius Alvin Levy,Sarah Imelda Juarez,01/05/2011,01/12/2009,0
238,DAR0885,Technician,Devin Abdul Rogers,Blythe Veda Cooke,01/01/2010,01/12/2009,0
239,DBB0384,Scientist,Demetrius Barry Bullock,Kim Dara Sullivan,01/05/2011,01/12/2009,0
240,DBG0261,ElectricalEngineer,Devin Brett Guzman,Dylan Tiger Terry,01/05/2011,01/12/2009,0
241,DBS0235,Scientist,Dale Benjamin Sharpe,Jackson Linus Wilkerson,01/05/2011,01/12/2009,0
242,DBW0483,Salesman,Deborah Barbara White,Bert Jason Henderson,01/05/2011,01/12/2009,0
243,DCC0160,Director,Donovan Carlos Chapman,Hyatt Trevor Hayes,01/05/2011,01/12/2009,0
244,DCH0843,ProductionLineWorker,Dominic Calvin Hewitt,Amy Lucy Chen,01/01/2011,01/12/2009,1
245,DDA0476,Salesman,Dane Davis Atkins,Bert Jason Henderson,01/05/2011,01/12/2009,0
246,DDM0579,ProductionLineWorker,Dale Dorian Mercado,Whilemina Pandora England,01/05/2011,01/12/2009,0
247,DEB0782,Technician,Dakota Edward Brady,Blaine Helen Cervantes,01/05/2011,01/12/2009,0
248,DFH0188,Technician,Dean Flynn Hines,Garrett Nicholas Solomon,01/05/2011,01/12/2009,0
249,DFR0218,ITAdmin,Daria Felicia Rowland,Frances Alisa Wiggins,01/05/2011,01/12/2009,0
